Date	Type
14.2.-839T0:18:53	T
9.8.-839T19:45:55	T
19.6.-837T23:44:4	P
14.12.-837T16:32:33	T
8.6.-836T16:45:7	T
2.12.-836T15:37:28	T
29.5.-835T8:57:1	P
21.11.-835T19:32:32	P
8.4.-833T8:33:46	P
2.10.-833T11:40:17	T
27.3.-832T10:12:34	T
21.9.-832T0:45:45	T
16.3.-831T18:17:58	P
4.2.-830T23:56:43	P
25.1.-829T15:32:21	T
20.7.-829T19:35:30	T
15.1.-828T2:26:40	T
9.7.-828T7:18:1	T
20.5.-826T8:18:6	P
12.11.-826T16:39:8	P
9.5.-825T17:15:5	T
2.11.-825T5:27:24	T
27.4.-824T19:25:44	P
21.10.-824T21:10:42	P
7.3.-822T17:6:41	T
1.9.-822T2:51:34	P
25.2.-821T8:27:18	T
21.8.-821T2:46:38	T
15.2.-820T0:44:20	P
9.8.-820T5:27:51	P
30.6.-819T7:8:1	P
25.12.-819T0:30:20	T
20.6.-818T0:11:0	T
13.12.-818T23:44:14	T
9.6.-817T16:8:8	P
3.12.-817T4:2:50	P
18.4.-815T15:2:58	P
12.10.-815T20:14:50	P
7.4.-814T17:6:23	T
2.10.-814T8:55:19	T
28.3.-813T1:46:36	P
21.9.-813T14:51:15	P
4.2.-811T23:49:49	T
31.7.-811T2:49:22	P
25.1.-810T10:29:45	T
20.7.-810T14:49:19	T
10.7.-809T7:20:32	P
30.5.-808T15:21:54	P
23.11.-808T1:16:3	P
19.5.-807T23:50:5	T
12.11.-807T14:17:34	T
9.5.-806T1:46:42	P
2.11.-806T5:57:38	P
18.3.-804T0:48:5	P
11.9.-804T10:13:52	P
7.3.-803T16:28:57	T
31.8.-803T9:56:42	T
25.2.-802T8:49:33	P
20.8.-802T12:50:51	P
11.7.-801T14:37:59	P
5.1.-800T8:21:54	T
30.6.-800T7:40:2	T
24.12.-800T7:47:1	T
19.6.-799T23:19:23	P
13.12.-799T12:31:58	P
29.4.-797T21:27:38	P
24.10.-797T4:55:31	P
17.4.-796T23:54:11	T
12.10.-796T17:11:53	T
7.4.-795T9:8:25	P
1.10.-795T22:36:8	P
16.2.-793T7:59:33	T
11.8.-793T10:11:32	P
5.2.-792T18:25:25	T
30.7.-792T22:26:57	T
20.7.-791T14:59:7	P
10.6.-790T22:26:2	P
4.12.-790T9:52:19	P
31.5.-789T6:24:46	T
23.11.-789T23:9:9	T
19.5.-788T8:4:41	P
12.11.-788T14:47:39	P
29.3.-786T8:21:37	P
22.9.-786T17:46:8	P
19.3.-785T0:22:21	T
11.9.-785T17:16:40	T
7.3.-784T16:45:43	P
30.8.-784T20:23:51	P
15.1.-782T16:7:18	T
11.7.-782T15:12:49	T
4.1.-781T15:46:30	T
1.7.-781T6:32:38	T
24.12.-781T21:0:21	P
10.5.-779T3:49:5	P
3.11.-779T13:39:43	P
29.4.-778T6:40:16	T
24.10.-778T1:33:16	T
18.4.-777T16:27:38	P
13.10.-777T6:26:36	P
26.2.-775T15:57:59	T
21.8.-775T17:45:10	P
16.2.-774T2:9:11	T
11.8.-774T6:14:12	T
31.7.-773T22:44:28	P
21.6.-772T5:28:20	P
14.12.-772T18:29:45	P
10.6.-771T12:56:32	T
4.12.-771T8:1:46	T
30.5.-770T14:21:44	P
23.11.-770T23:39:56	P
8.4.-768T15:51:27	P
3.10.-768T1:25:14	P
29.3.-767T8:8:40	T
22.9.-767T0:46:46	T
19.3.-766T0:33:42	P
11.9.-766T4:7:19	P
26.1.-764T23:43:50	P
21.7.-764T22:50:21	T
14.1.-763T23:39:44	T
11.7.-763T13:49:12	T
4.1.-762T5:23:14	P
21.5.-761T10:8:26	P
14.11.-761T22:27:21	P
9.5.-760T13:23:29	T
3.11.-760T9:59:25	T
28.4.-759T23:41:43	P
23.10.-759T14:24:26	P
9.3.-757T23:48:34	T
2.9.-757T1:28:21	P
27.2.-756T9:43:52	T
21.8.-756T14:8:42	T
11.8.-755T6:36:35	P
26.12.-754T3:3:59	P
21.6.-753T19:29:40	T
15.12.-753T16:52:28	T
9.6.-752T20:39:50	P
4.12.-752T8:31:17	P
19.4.-750T23:16:10	P
14.10.-750T9:11:50	P
9.4.-749T15:48:46	T
3.10.-749T8:27:0	T
29.3.-748T8:12:8	P
21.9.-748T12:1:20	P
6.2.-746T7:11:52	P
2.8.-746T6:34:20	T
26.1.-745T7:28:14	T
22.7.-745T21:8:50	T
15.1.-744T13:43:15	P
31.5.-743T16:28:12	P
25.11.-743T7:15:40	P
20.5.-742T20:8:29	T
14.11.-742T18:26:35	T
10.5.-741T6:56:5	P
3.11.-741T22:26:3	P
20.3.-739T7:28:28	P
12.9.-739T9:22:58	P
9.3.-738T17:6:14	T
1.9.-738T22:13:51	T
26.2.-737T19:30:20	P
22.8.-737T14:35:40	P
5.1.-735T11:34:52	P
2.7.-735T2:3:55	T
26.12.-735T1:41:18	T
21.6.-734T3:0:35	T
15.12.-734T17:21:11	P
30.4.-732T6:37:39	P
24.10.-732T17:4:20	P
19.4.-731T23:23:47	T
13.10.-731T16:15:18	T
9.4.-730T15:43:51	P
2.10.-730T20:5:10	P
17.2.-728T14:30:23	P
12.8.-728T14:25:10	P
5.2.-727T15:7:3	T
2.8.-727T4:34:53	T
25.1.-726T21:55:49	P
6.12.-725T16:4:30	P
31.5.-724T2:52:11	T
25.11.-724T2:56:8	T
20.5.-723T14:8:12	P
14.11.-723T6:31:1	P
31.3.-721T15:1:21	P
23.9.-721T17:25:54	P
20.3.-720T0:20:20	T
12.9.-720T6:26:53	T
9.3.-719T2:32:11	P
1.9.-719T22:43:6	P
16.1.-717T19:59:49	P
13.7.-717T8:43:5	T
6.1.-716T10:25:2	T
1.7.-716T9:25:3	T
26.12.-716T2:7:12	P
11.5.-714T13:57:12	P
5.11.-714T1:2:41	P
1.5.-713T6:53:55	T
25.10.-713T0:11:45	T
19.4.-712T23:8:1	P
13.10.-712T4:18:31	P
27.2.-710T21:40:11	P
23.8.-710T22:22:50	P
16.2.-709T22:40:19	T
13.8.-709T12:6:15	T
6.2.-708T6:2:45	P
1.8.-708T19:18:3	P
17.12.-707T0:49:37	P
11.6.-706T9:41:3	T
6.12.-706T11:23:41	T
31.5.-705T21:21:59	T
25.11.-705T14:36:42	P
10.4.-703T22:24:3	P
4.10.-703T1:39:46	P
31.3.-702T7:23:37	T
23.9.-702T14:49:3	T
20.3.-701T9:24:35	P
13.9.-701T6:58:30	P
27.1.-699T4:19:35	P
23.7.-699T15:26:44	P
16.1.-698T19:3:39	T
12.7.-698T15:55:53	T
6.1.-697T10:49:38	P
1.7.-697T18:53:48	P
21.5.-696T21:16:22	P
15.11.-696T9:3:27	P
11.5.-695T14:21:8	T
4.11.-695T8:14:4	T
1.5.-694T6:27:43	P
24.10.-694T12:38:6	P
10.3.-692T4:39:9	P
3.9.-692T6:28:25	P
27.2.-691T6:3:50	T
23.8.-691T19:45:24	T
16.2.-690T14:0:54	P
13.8.-690T2:21:49	P
28.12.-689T9:32:23	P
21.6.-688T16:32:27	T
16.12.-688T19:49:12	T
11.6.-687T4:36:57	T
5.12.-687T22:42:47	P
22.4.-685T5:41:36	P
15.10.-685T10:1:0	P
10.4.-684T14:18:17	T
3.10.-684T23:18:52	T
30.3.-683T16:8:39	P
23.9.-683T15:21:32	P
7.2.-681T12:32:16	P
3.8.-681T22:16:33	P
28.1.-680T3:35:20	T
22.7.-680T22:34:6	T
16.1.-679T19:23:58	P
12.7.-679T1:48:8	P
2.6.-678T4:35:57	P
26.11.-678T17:5:54	P
22.5.-677T21:45:50	T
15.11.-677T16:21:53	T
11.5.-676T13:40:13	P
3.11.-676T21:5:9	P
21.3.-674T11:30:25	P
14.9.-674T14:41:35	P
10.3.-673T13:21:49	T
4.9.-673T3:30:4	T
27.2.-672T21:53:30	P
23.8.-672T9:32:19	P
7.1.-670T18:8:41	P
2.7.-670T23:30:55	P
28.12.-670T4:8:55	T
22.6.-669T11:56:15	T
17.12.-669T6:45:36	P
11.6.-668T4:43:12	P
2.5.-667T12:51:31	P
25.10.-667T18:29:57	P
21.4.-666T21:4:40	T
15.10.-666T7:57:0	T
10.4.-665T22:44:33	P
4.10.-665T23:51:57	P
17.2.-663T20:37:27	P
14.8.-663T5:13:56	P
7.2.-662T12:0:48	T
3.8.-662T5:19:48	T
28.1.-661T3:52:26	P
23.7.-661T8:49:45	P
7.12.-660T1:7:43	P
2.6.-659T5:10:26	T
26.11.-659T0:30:37	T
22.5.-658T20:51:23	T
15.11.-658T5:36:2	P
31.3.-656T18:12:54	P
24.9.-656T23:2:50	P
20.3.-655T20:30:26	T
14.9.-655T11:23:51	T
10.3.-654T5:38:3	P
3.9.-654T16:50:41	P
19.1.-652T2:38:56	P
13.7.-652T6:34:33	P
7.1.-651T12:23:33	T
2.7.-651T19:19:41	T
27.12.-651T14:44:25	P
22.6.-650T12:11:3	P
13.5.-649T19:57:16	P
6.11.-649T3:4:6	P
2.5.-648T3:45:8	T
25.10.-648T16:40:37	T
21.4.-647T5:14:14	P
15.10.-647T8:28:55	P
1.3.-645T4:35:19	P
25.8.-645T12:19:19	P
18.2.-644T20:16:34	T
13.8.-644T12:15:1	T
7.2.-643T12:10:50	P
2.8.-643T16:1:9	P
18.12.-642T9:8:12	P
13.6.-641T12:33:47	T
7.12.-641T8:42:5	T
2.6.-640T3:58:32	T
25.11.-640T14:10:23	P
12.4.-638T0:50:3	P
6.10.-638T7:29:39	P
1.4.-637T3:35:9	T
25.9.-637T19:23:25	T
20.3.-636T13:15:57	P
14.9.-636T0:16:57	P
29.1.-634T10:59:59	P
24.7.-634T13:47:57	P
18.1.-633T20:29:55	T
14.7.-633T2:48:38	T
7.1.-632T22:37:18	P
2.7.-632T19:41:31	P
24.5.-631T2:58:23	P
16.11.-631T11:43:13	P
13.5.-630T10:20:0	T
6.11.-630T1:29:13	T
2.5.-629T11:38:28	P
26.10.-629T17:11:40	P
11.3.-627T12:26:4	P
4.9.-627T19:32:58	P
1.3.-626T4:25:36	T
24.8.-626T19:20:1	T
18.2.-625T20:22:18	P
13.8.-625T23:20:50	P
28.12.-624T17:3:16	P
23.6.-623T20:0:14	T
17.12.-623T16:51:14	T
13.6.-622T11:6:24	T
6.12.-622T22:44:25	P
22.4.-620T7:19:16	P
16.10.-620T16:3:53	P
11.4.-619T10:32:48	T
6.10.-619T3:30:41	T
31.3.-618T20:47:27	P
25.9.-618T7:52:18	P
9.2.-616T19:13:26	P
3.8.-616T21:9:18	P
29.1.-615T4:27:32	T
24.7.-615T10:24:22	T
18.1.-614T6:23:46	P
14.7.-614T3:15:51	P
27.11.-613T20:24:3	P
23.5.-612T16:50:25	T
16.11.-612T10:20:37	T
12.5.-611T18:0:1	P
6.11.-611T1:57:22	P
22.3.-609T20:9:33	P
16.9.-609T2:55:10	P
11.3.-608T12:25:26	T
4.9.-608T2:36:9	T
1.3.-607T4:22:11	P
24.8.-607T6:52:12	P
9.1.-605T0:53:54	P
5.7.-605T3:28:10	P
29.12.-605T0:58:47	T
23.6.-604T18:12:41	T
17.12.-604T7:18:47	P
3.5.-602T13:46:32	P
28.10.-602T0:42:38	P
22.4.-601T17:27:36	T
17.10.-601T11:43:5	T
11.4.-600T4:14:20	P
5.10.-600T15:34:51	P
20.2.-598T3:16:58	P
15.8.-598T4:40:6	P
9.2.-597T12:14:58	T
4.8.-597T18:7:23	T
29.1.-596T14:0:6	P
24.7.-596T10:55:13	P
8.12.-595T5:5:6	P
3.6.-594T23:19:8	T
27.11.-594T19:14:40	T
24.5.-593T0:17:59	T
17.11.-593T10:47:1	P
2.4.-591T3:46:55	P
26.9.-591T10:26:19	P
22.3.-590T20:19:18	T
15.9.-590T10:0:53	T
12.3.-589T12:14:59	P
4.9.-589T14:32:47	P
19.1.-587T8:36:22	P
15.7.-587T11:1:32	P
8.1.-586T9:0:11	T
5.7.-586T1:22:56	T
28.12.-586T15:50:5	P
24.6.-585T9:15:16	P
7.11.-584T9:25:57	P
3.5.-583T0:18:12	T
27.10.-583T20:1:50	T
22.4.-582T11:36:24	P
16.10.-582T23:24:2	P
2.3.-580T11:10:26	P
25.8.-580T12:20:21	P
19.2.-579T19:52:35	T
15.8.-579T1:58:11	T
8.2.-578T21:28:32	P
4.8.-578T18:40:50	P
19.12.-577T13:45:23	P
14.6.-576T5:47:17	P
8.12.-576T4:7:19	T
3.6.-575T6:37:20	T
27.11.-575T19:36:50	P
13.4.-573T11:18:58	P
7.10.-573T18:5:34	P
2.4.-572T4:3:37	T
25.9.-572T17:37:16	T
22.3.-571T19:57:6	P
14.9.-571T22:24:32	P
30.1.-569T16:12:10	P
26.7.-569T18:38:5	P
19.1.-568T16:58:5	T
15.7.-568T8:34:55	T
8.1.-567T0:17:34	P
4.7.-567T15:54:22	P
18.11.-566T18:10:36	P
14.5.-565T7:8:35	T
8.11.-565T4:22:55	T
2.5.-564T18:55:7	T
27.10.-564T7:18:49	P
13.3.-562T18:54:7	P
5.9.-562T20:11:14	P
3.3.-561T3:18:46	T
26.8.-561T9:57:21	T
20.2.-560T4:46:4	P
15.8.-560T2:33:41	P
29.12.-559T22:23:12	P
25.6.-558T12:15:47	P
19.12.-558T12:59:22	T
14.6.-557T12:56:46	T
9.12.-557T4:26:52	P
2.6.-556T16:11:56	P
23.4.-555T18:47:12	P
18.10.-555T1:51:10	P
13.4.-554T11:43:42	T
7.10.-554T1:22:13	T
3.4.-553T3:31:45	P
26.9.-553T6:25:23	P
9.2.-551T23:37:28	P
6.8.-551T2:22:10	P
30.1.-550T0:48:18	T
26.7.-550T15:51:20	T
19.1.-549T8:39:30	P
15.7.-549T22:36:32	P
29.11.-548T2:56:38	P
24.5.-547T13:58:32	T
18.11.-547T12:46:21	T
14.5.-546T2:12:20	T
7.11.-546T15:18:48	P
24.3.-544T2:28:40	P
16.9.-544T4:11:56	P
13.3.-543T10:34:57	T
5.9.-543T18:5:26	T
2.3.-542T11:55:56	P
26.8.-542T10:32:35	P
10.1.-540T6:56:3	P
5.7.-540T18:47:26	P
29.12.-540T21:47:0	T
24.6.-539T19:21:28	T
19.12.-539T13:13:1	P
13.6.-538T22:57:11	P
5.5.-537T2:11:3	P
29.10.-537T9:43:55	P
23.4.-536T19:16:29	T
17.10.-536T9:16:58	T
13.4.-535T10:57:1	P
6.10.-535T14:36:48	P
21.2.-533T6:55:22	P
17.8.-533T10:11:30	P
10.2.-532T8:31:35	T
5.8.-532T23:12:29	T
29.1.-531T16:55:54	P
26.7.-531T5:23:45	P
10.12.-530T11:41:22	P
4.6.-529T20:49:51	P
29.11.-529T21:9:48	T
24.5.-528T9:29:11	T
17.11.-528T23:20:21	P
14.5.-527T2:20:49	P
4.4.-526T9:54:21	P
27.9.-526T12:21:37	P
24.3.-525T17:40:25	T
17.9.-525T2:22:22	T
12.3.-524T18:53:29	P
5.9.-524T18:40:22	P
20.1.-522T15:23:38	P
17.7.-522T1:23:12	P
10.1.-521T6:31:20	T
6.7.-521T1:48:34	T
30.12.-521T21:56:48	P
24.6.-520T5:45:32	P
15.5.-519T9:33:45	P
8.11.-519T17:41:7	P
5.5.-518T2:46:9	T
28.10.-518T17:17:19	T
24.4.-517T18:16:43	T
17.10.-517T22:55:30	P
3.3.-515T14:3:0	P
27.8.-515T18:8:42	P
20.2.-514T16:6:46	T
17.8.-514T6:40:42	T
10.2.-513T1:4:34	P
6.8.-513T12:16:33	P
20.12.-512T20:23:10	P
15.6.-511T3:44:34	P
10.12.-511T5:32:55	T
4.6.-510T16:46:12	T
29.11.-510T7:24:10	P
25.5.-509T9:45:33	P
14.4.-508T17:11:18	P
7.10.-508T20:40:46	P
4.4.-507T0:37:41	T
27.9.-507T10:46:53	T
24.3.-506T1:44:46	P
17.9.-506T2:55:15	P
31.1.-504T23:44:46	P
27.7.-504T8:5:25	P
20.1.-503T15:7:50	T
16.7.-503T8:24:17	T
10.1.-502T6:34:14	P
5.7.-502T12:39:56	P
20.11.-501T1:41:38	P
15.5.-500T10:10:36	T
8.11.-500T1:25:12	T
5.5.-499T1:29:45	T
28.10.-499T7:21:33	P
14.3.-497T21:2:14	P
8.9.-497T2:12:37	P
2.3.-496T23:35:6	T
27.8.-496T14:15:23	T
20.2.-495T9:6:27	P
16.8.-495T19:17:1	P
1.1.-493T5:0:53	P
26.6.-493T10:43:43	P
21.12.-493T13:51:29	T
15.6.-492T0:5:46	T
9.12.-492T15:26:16	P
4.6.-491T17:10:51	P
26.4.-490T0:21:38	P
19.10.-490T5:7:52	P
15.4.-489T7:24:17	T
8.10.-489T19:20:3	T
3.4.-488T8:25:26	P
27.9.-488T11:18:29	P
11.2.-486T7:59:42	P
7.8.-486T14:52:37	P
31.1.-485T23:39:21	T
27.7.-485T15:5:43	T
21.1.-484T15:5:25	P
15.7.-484T19:40:47	P
30.11.-483T9:42:28	P
26.5.-482T17:34:51	T
19.11.-482T9:36:17	T
16.5.-481T8:38:3	T
8.11.-481T15:53:0	P
25.3.-479T3:52:38	P
18.9.-479T10:25:9	P
14.3.-478T6:55:55	T
7.9.-478T21:57:11	T
3.3.-477T17:0:44	P
28.8.-477T2:25:35	P
11.1.-475T13:32:46	P
6.7.-475T17:48:55	P
31.12.-475T22:6:2	T
26.6.-474T7:28:35	T
20.12.-474T23:27:14	P
16.6.-473T0:35:6	P
29.10.-472T13:41:34	P
25.4.-471T14:4:56	T
19.10.-471T3:59:38	T
14.4.-470T15:1:14	P
8.10.-470T19:47:23	P
22.2.-468T16:5:52	P
17.8.-468T21:49:1	P
11.2.-467T8:2:0	T
6.8.-467T21:57:12	T
31.1.-466T23:27:57	P
27.7.-466T2:50:32	P
11.12.-465T17:43:49	P
6.6.-464T0:56:59	P
29.11.-464T17:50:24	T
26.5.-463T15:42:49	T
19.11.-463T0:29:39	P
29.9.-461T18:44:34	P
24.3.-460T14:10:2	T
18.9.-460T5:46:39	T
14.3.-459T0:49:13	P
7.9.-459T9:41:36	P
22.1.-457T21:57:27	P
18.7.-457T1:0:32	P
12.1.-456T6:13:11	T
6.7.-456T14:56:35	T
31.12.-456T7:21:55	P
26.6.-455T8:2:56	P
9.11.-454T22:20:25	P
6.5.-453T20:38:9	T
30.10.-453T12:45:41	T
24.4.-452T21:29:3	T
19.10.-452T4:23:53	T
5.3.-450T0:5:59	P
29.8.-450T4:53:5	P
22.2.-449T16:17:28	T
18.8.-449T4:56:55	T
12.2.-448T7:42:47	P
6.8.-448T10:9:3	P
22.12.-447T1:42:47	P
17.6.-446T8:20:3	P
11.12.-446T2:4:39	T
6.6.-445T22:46:2	T
30.11.-445T9:7:28	P
26.5.-444T6:36:23	P
10.10.-443T3:10:31	P
4.4.-442T21:18:27	T
29.9.-442T13:43:49	T
25.3.-441T8:28:55	T
18.9.-441T17:7:7	P
2.2.-439T6:13:22	P
28.7.-439T8:20:41	P
22.1.-438T14:13:58	T
17.7.-438T22:28:37	T
11.1.-437T15:12:59	P
7.7.-437T15:32:32	P
20.11.-436T7:3:11	P
17.5.-435T3:8:27	P
9.11.-435T21:34:46	T
6.5.-434T3:54:57	T
30.10.-434T13:4:33	T
15.3.-432T7:57:54	P
5.3.-431T0:23:38	T
28.8.-431T12:8:33	T
22.2.-430T15:48:2	P
17.8.-430T17:37:2	P
2.1.-428T9:37:20	P
27.6.-428T15:44:26	P
21.12.-428T10:18:49	T
17.6.-427T5:48:19	T
10.12.-427T17:46:32	P
6.6.-426T13:8:38	P
21.10.-425T11:42:52	P
15.4.-424T4:22:11	T
9.10.-424T21:46:59	T
4.4.-423T16:4:29	T
29.9.-423T0:40:26	P
13.2.-421T14:20:42	P
8.8.-421T15:49:35	P
2.2.-420T22:3:43	T
28.7.-420T6:8:44	T
21.1.-419T22:55:20	P
17.7.-419T23:7:23	P
1.12.-418T15:47:52	P
28.5.-417T9:33:18	P
21.11.-417T6:28:3	T
16.5.-416T10:16:37	T
9.11.-416T21:49:34	T
5.5.-415T13:37:8	P
26.3.-414T15:43:59	P
16.3.-413T8:23:0	T
8.9.-413T19:30:2	T
4.3.-412T23:43:55	P
28.8.-412T1:15:33	T
12.1.-410T17:26:31	P
8.7.-410T23:12:12	P
1.1.-409T18:29:2	T
28.6.-409T12:50:51	T
22.12.-409T2:23:37	P
16.6.-408T19:41:5	P
31.10.-407T20:20:6	P
26.4.-406T11:21:26	T
21.10.-406T5:56:35	T
15.4.-405T23:33:23	T
10.10.-405T8:22:37	P
23.2.-403T22:18:43	P
18.8.-403T23:27:10	P
13.2.-402T5:45:30	T
8.8.-402T13:54:55	T
2.2.-401T6:30:34	P
29.7.-401T6:46:8	P
12.12.-400T0:32:5	P
7.6.-399T15:58:54	P
1.12.-399T15:21:58	T
27.5.-398T16:38:5	T
21.11.-398T6:36:25	T
16.5.-397T20:23:42	P
5.4.-396T23:22:55	P
26.3.-395T16:14:14	T
19.9.-395T3:2:4	T
16.3.-394T7:30:8	P
8.9.-394T9:4:29	T
24.1.-392T1:8:40	P
19.7.-392T6:43:43	P
12.1.-391T2:35:16	T
8.7.-391T19:55:44	T
1.1.-390T10:59:28	P
28.6.-390T2:12:52	P
12.11.-389T5:0:52	P
6.5.-388T18:18:57	P
31.10.-388T14:10:40	T
26.4.-387T7:0:12	T
20.10.-387T16:9:54	P
15.4.-386T23:44:19	P
7.3.-385T6:5:49	P
30.8.-385T7:14:57	P
24.2.-384T13:15:13	T
18.8.-384T21:50:18	T
12.2.-383T13:55:19	P
8.8.-383T14:32:35	T
23.12.-382T9:15:28	P
18.6.-381T22:23:7	P
13.12.-381T0:15:56	T
6.6.-380T22:59:28	T
1.12.-380T15:24:54	T
27.5.-379T3:10:26	P
6.4.-377T23:57:38	T
30.9.-377T10:44:1	T
26.3.-376T15:7:40	T
18.9.-376T17:2:50	T
3.2.-374T8:43:36	P
30.7.-374T14:19:32	P
23.1.-373T10:35:49	T
20.7.-373T3:4:2	T
12.1.-372T19:29:5	P
8.7.-372T8:48:47	P
22.11.-371T13:42:59	P
18.5.-370T1:15:0	P
11.11.-370T22:28:45	T
7.5.-369T14:21:30	T
1.11.-369T0:4:45	T
26.4.-368T7:17:52	P
17.3.-367T13:43:49	P
6.3.-366T20:36:11	T
30.8.-366T5:52:34	T
23.2.-365T21:12:36	P
19.8.-365T22:25:1	T
2.1.-363T17:55:51	P
29.6.-363T4:50:17	P
23.12.-363T9:7:5	T
18.6.-362T5:23:59	T
13.12.-362T0:11:24	T
7.6.-361T9:58:28	P
17.4.-359T7:34:51	T
10.10.-359T18:35:59	T
6.4.-358T22:35:36	T
30.9.-358T1:11:14	T
19.9.-357T14:34:53	P
9.8.-356T22:1:56	P
2.2.-355T18:30:51	T
30.7.-355T10:15:53	T
23.1.-354T3:55:5	T
19.7.-354T15:27:26	P
3.12.-353T22:25:46	P
28.5.-352T8:12:29	P
22.11.-352T6:47:5	T
17.5.-351T21:43:30	T
11.11.-351T8:2:50	T
7.5.-350T14:47:45	P
28.3.-349T21:11:44	P
17.3.-348T3:44:43	T
9.9.-348T14:4:56	T
6.3.-347T4:19:28	P
30.8.-347T6:24:49	T
14.1.-345T2:31:12	P
10.7.-345T11:19:10	P
3.1.-344T17:55:10	T
28.6.-344T11:51:56	T
23.12.-344T8:55:26	T
17.6.-343T16:50:0	P
28.4.-341T15:6:33	T
22.10.-341T2:35:49	T
17.4.-340T5:56:21	T
10.10.-340T9:28:13	T
29.9.-339T22:59:7	P
21.8.-338T5:50:30	P
14.2.-337T2:17:4	T
10.8.-337T17:33:53	T
3.2.-336T12:13:2	T
29.7.-336T22:13:2	P
14.12.-335T7:7:5	P
8.6.-334T15:10:15	P
3.12.-334T15:7:1	T
29.5.-333T5:3:18	T
22.11.-333T16:4:36	T
17.5.-332T22:14:3	P
28.3.-330T10:45:5	T
20.9.-330T22:24:32	T
17.3.-329T11:17:24	T
10.9.-329T14:31:50	T
24.1.-327T11:0:41	P
20.7.-327T17:54:25	P
14.1.-326T2:37:53	T
9.7.-326T18:24:59	T
3.1.-325T17:34:37	T
28.6.-325T23:46:26	P
8.5.-323T22:33:43	P
1.11.-323T10:42:41	T
28.4.-322T13:9:23	T
21.10.-322T17:53:48	T
11.10.-321T7:32:24	P
31.8.-320T13:46:13	P
24.2.-319T9:57:4	T
21.8.-319T0:57:54	T
13.2.-318T20:25:32	T
10.8.-318T5:3:13	T
25.12.-317T15:44:46	P
18.6.-316T22:12:43	P
13.12.-316T23:24:16	T
8.6.-315T12:25:0	T
3.12.-315T0:6:5	T
29.5.-314T5:38:56	P
7.4.-312T17:34:51	T
1.10.-312T6:52:17	T
27.3.-311T18:6:29	T
20.9.-311T22:46:51	T
4.2.-309T19:23:44	P
25.1.-308T11:14:5	T
20.7.-308T1:5:15	T
14.1.-307T2:9:2	T
9.7.-307T6:47:43	P
20.5.-305T5:56:59	P
12.11.-305T18:55:6	T
8.5.-304T20:17:51	T
1.11.-304T2:24:23	T
28.4.-303T3:55:20	P
21.10.-303T16:11:33	P
7.3.-301T17:28:37	T
1.9.-301T8:29:56	T
25.2.-300T4:28:32	T
20.8.-300T12:3:15	T
5.1.-298T0:17:48	P
30.6.-298T5:18:17	P
25.12.-298T7:38:25	T
19.6.-297T19:47:2	T
14.12.-297T8:7:52	T
8.6.-296T13:2:48	P
19.4.-294T0:16:45	P
12.10.-294T15:27:2	T
8.4.-293T0:48:33	T
2.10.-293T7:8:43	T
27.3.-292T3:35:5	P
15.2.-291T3:40:8	P
4.2.-290T19:43:14	T
31.7.-290T7:53:26	T
25.1.-289T10:34:31	T
20.7.-289T13:56:49	T
30.5.-287T13:18:35	P
23.11.-287T3:12:0	T
20.5.-286T3:19:29	T
12.11.-286T11:1:41	T
9.5.-285T10:31:36	P
2.11.-285T0:57:20	P
18.3.-283T0:54:28	T
11.9.-283T16:7:33	T
7.3.-282T12:26:14	T
31.8.-282T19:9:38	T
25.2.-281T4:22:31	P
16.1.-280T8:44:17	P
10.7.-280T12:30:42	P
4.1.-279T15:46:2	T
30.6.-279T3:13:49	T
24.12.-279T16:5:58	T
19.6.-278T20:26:49	P
29.4.-276T6:51:3	P
23.10.-276T0:8:53	T
18.4.-275T7:23:53	T
12.10.-275T15:37:12	T
7.4.-274T10:38:43	P
26.2.-273T11:47:47	P
16.2.-272T4:4:45	T
10.8.-272T14:50:35	T
4.2.-271T18:53:4	T
30.7.-271T21:13:33	T
10.6.-269T20:39:26	P
4.12.-269T11:29:58	T
30.5.-268T10:19:37	T
22.11.-268T19:41:38	T
19.5.-267T17:4:41	P
12.11.-267T9:46:16	P
29.3.-265T8:11:43	P
22.9.-265T23:53:54	T
17.3.-264T20:15:16	T
11.9.-264T2:25:28	T
7.3.-263T12:28:13	P
26.1.-262T17:3:7	P
15.1.-261T23:47:52	T
11.7.-261T10:44:3	T
5.1.-260T0:0:2	T
30.6.-260T3:53:1	P
10.5.-258T13:20:17	P
3.11.-258T8:55:38	T
29.4.-257T13:54:2	T
24.10.-257T0:11:26	T
17.4.-256T17:38:51	P
12.10.-256T11:6:48	P
26.2.-254T12:17:26	T
21.8.-254T21:57:32	P
16.2.-253T3:1:19	T
11.8.-253T4:40:22	T
30.7.-252T18:19:20	P
21.6.-251T3:59:44	P
14.12.-251T19:49:11	T
10.6.-250T17:16:5	T
4.12.-250T4:24:15	T
30.5.-249T23:32:31	P
23.11.-249T18:39:2	P
8.4.-247T15:25:25	P
3.10.-247T7:46:31	P
29.3.-246T3:58:25	T
22.9.-246T9:49:3	T
18.3.-245T20:26:41	P
11.9.-245T9:33:24	P
7.2.-244T1:12:47	P
26.1.-243T7:41:14	T
21.7.-243T18:19:53	T
15.1.-242T7:47:53	T
11.7.-242T11:22:22	T
20.5.-240T19:45:32	P
13.11.-240T17:45:53	T
9.5.-239T20:20:54	T
3.11.-239T8:51:0	T
29.4.-238T0:33:17	P
